Rank,Score,Title,Source,Triggers,CoreTerms,Why,Link
1,3,7 Mumbai Kids Won Gold for India | Now World Cup Bound! 🇮🇳,The Better India,award_win,,[award_win] “Won Gold”,https://thebetterindia.com/videos/lifestyle/7-mumbai-kids-won-gold-for-india-now-world-cup-bound-12398657
2,3,"Police raids Hyderabad seize 11,220 kg adulterated spices, two held",India Today,quality_failure,,[quality_failure] “adulterated”,https://www.indiatoday.in/cities/hyderabad/story/hyderabad-adulterated-spices-raid-11220-kg-seized-two-held-for-repacking-expired-goods-ptag-2976170-2026-08-20?utm_source=rss
