Rank,Score,Title,Source,Triggers,CoreTerms,Why,Link
1,3,Asian Games: Smriti Mandhana stars as India retain women's cricket gold medal,India Today,award_win,,[award_win] “gold medal”,https://www.indiatoday.in/sports/asian-games/story/asian-games-2026-ind-vs-sl-india-gold-medal-womens-cricket-smriti-mandhana-shafali-varma-3000148-2026-09-22?utm_source=rss
2,3,Blind Artist Creates Ganesha & Shiva Idols by Touch,The Better India,,handmade,core: handmade,https://thebetterindia.com/videos/hobby/blind-artist-creates-ganesha-shiva-idols-by-touch-12566474
