Rank,Score,Title,Source,Triggers,CoreTerms,Why,Link
1,3,Karnataka Vet Spends Life Savings to Build a 600-Tree Gene Bank for Rare Mangoes,The Better India,,geographical indication,core: geographical indication,https://thebetterindia.com/changemakers/karnataka-wild-mangoes-conservation-naada-mavu-12493140
