Rank,Score,Title,Source,Triggers,CoreTerms,Why,Link
1,8,"Goa Mum Started With 10 Jars In 2010. 15 Years Later, Her Homemade Masalas & Recipes Travel To 6 Countries!",The Better India,,handmade|handcrafted,"core: handmade, handcrafted",https://thebetterindia.com/changemakers/goa-woman-preserves-traditional-goan-recipes-homemade-pickles-masalas-organic-process-12426219
2,3,"This Raksha Bandhan, Meet the Jaipur Siblings Who Turned a Rs 5K Candle Hobby Into a Gifting Business",The Better India,,handcrafted,core: handcrafted,https://thebetterindia.com/startup/candle-business-giftwithtwist-side-hustle-startup-jaipur-siblings-rakshabandhan-story-12428283
